task,file,filesize,status,memory,params,cost,score,error
task089,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task089.onnx,10554,ok,46056,98,46154.0,14.260261089935476,
task198,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task198.onnx,7097,ok,45252,1308,46560.0,14.25150291759468,
task204,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task204.onnx,6678,ok,45200,2041,47241.0,14.23698256141148,
task009,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task009.onnx,3644,ok_static,46500,927,47427.0,14.233053034235702,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_27'"")"
task085,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task085.onnx,17522,ok,45377,2100,47477.0,14.231999337771356,
task182,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task182.onnx,11274,ok,46548,1039,47587.0,14.229685106325308,
task138,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task138.onnx,5523,ok,47770,125,47895.0,14.223233606183008,
task340,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task340.onnx,4098,ok,48980,162,49142.0,14.197530654712354,
task023,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task023.onnx,10217,ok,49599,143,49742.0,14.185395074363715,
task170,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task170.onnx,50383,ok,50875,252,51127.0,14.157931987615656,
task219,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task219.onnx,16584,ok,51637,197,51834.0,14.144198416413062,
task020,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task020.onnx,14531,ok_static,52053,91,52144.0,14.138235598922657,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(12) node with name 'safe_name_32'"")"
task162,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task162.onnx,2011,ok,52168,59,52227.0,14.136645118473172,
task313,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task313.onnx,1208,ok,52643,125,52768.0,14.126339774640675,
task088,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task088.onnx,5314,ok,52846,116,52962.0,14.122670045751713,
task110,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task110.onnx,7585,ok,53603,235,53838.0,14.106265183473887,
task157,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task157.onnx,149338,ok,54786,801,55587.0,14.074295360049476,
task238,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task238.onnx,9315,ok,55801,1463,57264.0,14.044572566994193,
task284,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task284.onnx,9337,ok,57175,236,57411.0,14.042008798421826,
task071,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task071.onnx,8215,ok,57512,469,57981.0,14.032129350346423,
task137,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task137.onnx,2684,ok,57048,966,58014.0,14.031560360288397,
task222,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task222.onnx,2578,ok,57948,87,58035.0,14.031198444197276,
task064,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task064.onnx,14468,ok,56378,1903,58281.0,14.02696858129311,
task126,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task126.onnx,1913,ok,58922,41,58963.0,14.015334592477357,
task112,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task112.onnx,2608,ok,59044,104,59148.0,14.012201943506621,
task005,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task005.onnx,46553,ok,57419,1910,59329.0,14.009146495768844,
task090,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task090.onnx,5617,ok,59040,569,59609.0,14.004438151635515,
task306,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task306.onnx,3646,ok,60000,61,60061.0,13.996884008584638,
task145,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task145.onnx,27793,ok,59224,933,60157.0,13.995286909640956,
task175,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task175.onnx,6171,ok,59261,935,60196.0,13.99463881609339,
task382,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task382.onnx,7411,ok,60392,100,60492.0,13.98973359612937,
task036,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task036.onnx,4422,ok,60772,111,60883.0,13.983290731411763,
task159,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task159.onnx,4961,ok,61267,250,61517.0,13.972931161638897,
task107,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task107.onnx,30390,ok,48530,13681,62211.0,13.96171288803405,
task234,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task234.onnx,4500,ok,62561,79,62640.0,13.954840669335315,
