task,file,filesize,status,memory,params,cost,score,error
task096,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task096.onnx,16271,ok,8277,805,9082.0,15.885950288342103,
task216,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task216.onnx,7654,ok,9080,87,9167.0,15.876634642038224,
task074,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task074.onnx,15506,ok,7462,1813,9275.0,15.864922112524365,
task009,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task009.onnx,8024,ok_static,8229,1068,9297.0,15.862552953544142,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_25'"")"
task005,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task005.onnx,46793,ok_static,6610,2690,9300.0,15.862230320858652,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_68'"")"
task174,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task174.onnx,6423,ok,10067,171,10238.0,15.766138432982471,
task370,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task370.onnx,9487,ok,9145,1267,10412.0,15.749285733885545,
task029,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task029.onnx,3313,ok,10776,34,10810.0,15.711773089366746,
task340,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task340.onnx,11338,ok,10910,129,11039.0,15.690810263981648,
task377,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task377.onnx,3949,ok,10887,179,11066.0,15.688367376541946,
task379,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task379.onnx,16612,ok,10134,1256,11390.0,15.659508943558771,
task204,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task204.onnx,4044,ok_static,11364,454,11818.0,15.62262092809438,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_46'"")"
task222,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task222.onnx,2473,ok,11451,444,11895.0,15.616126577262943,
task044,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task044.onnx,21537,ok,12182,70,12252.0,15.586555532047335,
task157,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task157.onnx,118330,ok,12313,590,12903.0,15.534784878548153,
task145,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task145.onnx,2671,ok,13104,111,13215.0,15.51089217296161,
task064,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task064.onnx,5560,ok_static,13368,68,13436.0,15.494307049267817,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_69'"")"
task110,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task110.onnx,8229,ok,13275,634,13909.0,15.45970860839287,
task025,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task025.onnx,5099,ok,14072,195,14267.0,15.434295542885186,
task138,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task138.onnx,4314,ok,14386,149,14535.0,15.415685187007023,
task077,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task077.onnx,3391,ok,14760,114,14874.0,15.392629998736755,
task017,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task017.onnx,10393,ok,13500,2826,16326.0,15.2994857919887,
task338,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task338.onnx,9121,ok,17254,689,17943.0,15.205044654287333,
task198,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task198.onnx,9151,ok,17960,168,18128.0,15.194787016732212,
task101,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task101.onnx,40380,ok,17638,909,18547.0,15.171936670110712,
task066,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task066.onnx,32104,ok,19747,650,20397.0,15.07685688980543,
task243,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task243.onnx,5612,ok,22608,44,22652.0,14.971996572766304,
task319,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task319.onnx,36441,ok,22410,269,22679.0,14.970805334841138,
task023,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task023.onnx,4065,ok,22869,111,22980.0,14.957620448597254,
task285,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task285.onnx,10942,ok,25080,552,25632.0,14.848403150131913,
task055,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task055.onnx,3952,ok,25260,965,26225.0,14.825531566735503,
task076,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task076.onnx,30817,ok_static,25685,681,26366.0,14.820169419682085,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(12) node with name 'safe_name_60'"")"
task173,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task173.onnx,12943,ok_static,26759,102,26861.0,14.801569300533888,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_85'"")"
task054,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task054.onnx,41686,ok,26903,238,27141.0,14.79119922130615,
task396,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task396.onnx,8769,ok,27153,511,27664.0,14.772112792076928,
task367,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task367.onnx,7612,ok,22036,5635,27671.0,14.771859787648001,
task080,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task080.onnx,6075,ok,27729,141,27870.0,14.764693879524007,
task255,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task255.onnx,13998,ok,28931,323,29254.0,14.716228404552966,
task364,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task364.onnx,3370,ok,29500,85,29585.0,14.704977244889205,
task202,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task202.onnx,1791,ok,29706,19,29725.0,14.700256278441017,
task133,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task133.onnx,21857,ok_static,32294,1288,33582.0,14.578254511880585,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_58'"")"
task158,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task158.onnx,16181,ok_static,33053,2343,35396.0,14.525645901612759,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(12) node with name 'safe_name_140'"")"
task191,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task191.onnx,5124,ok,36948,112,37060.0,14.479706500160649,
task366,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task366.onnx,60275,ok,36955,492,37447.0,14.469318121072435,
task002,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task002.onnx,4264,ok_static,40884,32,40916.0,14.380723536423101,"Fail('[ONNXRuntimeError] : 1 : FAIL : /Users/runner/work/1/s/onnxruntime/core/graph/model.cc:182 onnxruntime::Model::Model(ModelProto &&, const PathString &, const IOnnxRuntimeOpSchemaRegistryList *, const logging::Logger &, const ModelOptions &) Unsupported model IR version: 13, max supported IR version: 11\n')"
task349,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task349.onnx,9394,ok,36900,4370,41270.0,14.372108877253373,
task205,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task205.onnx,7009,ok,40282,992,41274.0,14.372011959245931,
task118,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task118.onnx,40308,ok,37651,4769,42420.0,14.344624771881326,
task187,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task187.onnx,4966,ok_static,45900,909,46809.0,14.246169228890707,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_14'"")"
task219,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task219.onnx,16597,ok,48881,189,49070.0,14.198996870916051,
task286,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task286.onnx,146306,ok,51772,739,52511.0,14.13122204955781,
task209,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task209.onnx,12152,ok,52519,172,52691.0,14.127800058043382,
task018,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task018.onnx,40245,ok,64508,3038,67546.0,13.87943587376096,
task233,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task233.onnx,21261,ok,71600,668,72268.0,13.811863290106182,
